sol.name	symbol	entrez	transcript
NFATC2_1_1111	NFATC2	4773	NM_012340.3;NM_173091.2;NM_001136021.1;NM_001136021.1;NM_001136021.1
NFATC3_1_10010	NFATC3	4775	NM_004555.3;NM_173163.2;NM_173165.2
NFE2L2_1_1111	NFE2L2	4780	NM_001145412.2;NM_001145413.2;NM_006164.4
NFIB_1_1111	NFIB	4781	NM_001190737.1;NM_001190738.1;NM_005596.3
NFIC_1_11111	NFIC	4782	NM_001245002.1;NM_001245004.1;NM_001245005.1;NM_005597.3;NM_205843.2
NFKBIA_1_1111	NFKBIA	4792	NM_020529.2
NFKBIB_1_001111	NFKBIB	4793	NM_001243116.1;NM_002503.4;NR_040515.1
NFRKB_1_110	NFRKB	4798	NM_001143835.1;NM_006165.3
NFX1_1_01111	NFX1	4799	NM_002504.4;NM_147133.2;NM_147134.2
NFYB_1_11111	NFYB	4801	NM_006166.3
NGB_1_10001	NGB	58157	NM_021257.3
NGF_1_10001	NGF	4803	NM_002506.2
NHLH2_1_01011	NHLH2	4808	NM_001111061.1;NM_005599.3
NHP2L1_1_1001	NHP2L1	4809	NM_001003796.1;NM_005008.2
NHP2L1_2_0110	NHP2L1	4809	NM_001003796.1;NM_005008.2
NID1_1_0111	NID1	4811	NM_002508.2
NINJ1_1_0111	NINJ1	4814	NM_004148.3
NINJ2_1_11100	NINJ2	4815	NM_016533.4
NIN_1_00101	NIN	51199	NM_016350.4;NM_020921.3;NM_182944.2;NM_182946.1
NIT1_1_001101	NIT1	4817	NM_001185092.1;NM_001185094.1;NM_005600.2;NM_001185093.1;NM_001185093.1
NKIRAS2_1_11111	NKIRAS2	28511	NM_001001349.2;NM_001144927.1;NM_001144928.1;NM_001144929.1;NM_017595.5
NKX2-2_1_1101	NKX2-2	4821	NM_002509.3
NKX2-5_1_11100	NKX2-5	1482	NM_001166175.1;NM_001166176.1;NM_004387.3
NLGN1_1_11101	NLGN1	22871	NM_014932.2
NLGN4X_1_111101	NLGN4X	57502	NM_020742.2;NM_181332.1
NLK_1_1011	NLK	51701	NM_016231.4
NLN_1_111110	NLN	57486	NM_020726.4
NLRP12_1_111111	NLRP12	91662	NM_144687.2;NM_033297.2;NM_033297.2;NM_033297.2;NM_033297.2
NLRP3_1_0011	NLRP3	114548	NM_001079821.2;NM_001127461.2;NM_001127462.2;NM_001243133.1;NM_004895.4;NM_183395.2
NMBR_1_11111	NMBR	4829	NM_002511.2
NME1-NME2_1_100110	NME1-NME2	654364	NM_001018136.2;NR_037149.1
NME1_1_0101	NME1	4830	NM_000269.2;NM_198175.1
NME3_1_0111	NME3	4832	NM_002513.2
NME4_1_1110	NME4	4833	NM_005009.2
NME5_1_10011	NME5	8382	NM_003551.2
NME6_1_011111	NME6	10201	NM_005793.3
NME7_1_01111	NME7	29922	NM_013330.3;NM_197972.1
NMNAT1_1_11000010	NMNAT1	64802	NM_022787.3
NMNAT1_2_00011001	NMNAT1	64802	NM_022787.3
NMNAT3_1_11111	NMNAT3	349565	NM_001200047.1;NM_178177.3
NMRAL1_1_1101	NMRAL1	57407	NM_020677.3
NOD2_1_10011	NOD2	64127	NM_022162.1
NODAL_1_01100	NODAL	4838	NM_018055.4
NOG_1_11111	NOG	9241	NM_005450.4
NONO_1_0101	NONO	4841	NM_001145408.1;NM_001145409.1;NM_001145410.1;NM_007363.4
NOP16_1_111	NOP16	51491	NM_001256539.1;NM_001256540.1;NM_016391.5
NOS2_1_11110	NOS2	4843	NM_000625.4
NOTCH1_1_1111	NOTCH1	4851	NM_017617.3
NOTCH2_1_111011	NOTCH2	4853	NM_001200001.1;NM_024408.3
NOTCH3_1_0111	NOTCH3	4854	NM_000435.2
NOX4_1_1110011	NOX4	50507	NM_001143836.1;NM_001143837.1;NM_016931.3;NR_026571.1
NOXA1_1_1110	NOXA1	10811	NM_001256067.1;NM_001256068.1;NM_006647.1
NPC1_1_11100	NPC1	4864	NM_000271.4
NPC2_1_00101	NPC2	10577	NM_006432.3
NPEPPS_1_11111	NPEPPS	9520	NM_006310.3
NPHP4_1_11011	NPHP4	261734	NM_015102.3
NPM1_1_10101	NPM1	4869	NM_001037738.2;NM_002520.6;NM_199185.3
NPM1_2_01010	NPM1	4869	NM_001037738.2;NM_002520.6;NM_199185.3
NPR2_1_0011	NPR2	4882	NM_003995.3
NPR2_2_1100	NPR2	4882	NM_003995.3
NPRL2_1_10001	NPRL2	10641	NM_006545.4
NPTN_1_11000	NPTN	27020	NM_001161363.1;NM_001161364.1;NM_012428.3;NM_017455.3
NPTX2_1_1111	NPTX2	4885	NM_002523.2
NPTXR_1_0111	NPTXR	23467	NM_014293.3
NQO1_1_01001	NQO1	1728	NM_000903.2;NM_001025433.1;NM_001025434.1
NQO2_1_11111	NQO2	4835	NM_000904.3
NR0B2_1_01111	NR0B2	8431	NM_021969.2
NR1H2_1_1110	NR1H2	7376	NM_001256647.1;NM_007121.5
NR1H3_1_1011	NR1H3	10062	NM_001130101.2;NM_001130102.2;NM_001251934.1;NM_001251935.1;NM_005693.3
NR1H4_1_11111	NR1H4	9971	NM_001206977.1;NM_001206978.1;NM_001206979.1;NM_001206992.1;NM_001206993.1;NM_005123.3
NR1I2_1_10001	NR1I2	8856	NM_003889.3;NM_022002.2;NM_033013.2
NR1I2_2_01110	NR1I2	8856	NM_003889.3;NM_022002.2;NM_033013.2
NR2E1_1_1110	NR2E1	7101	NM_003269.3
NR2F6_1_01110	NR2F6	2063	NM_005234.3
NR3C1_1_11111	NR3C1	2908	NM_000176.2;NM_001018074.1;NM_001018075.1;NM_001018076.1;NM_001018077.1;NM_001020825.1;NM_001024094.1;NM_001204258.1;NM_001204259.1;NM_001204260.1;NM_001204261.1;NM_001204262.1;NM_001204263.1;NM_001204264.1;NM_001204265.1
NR3C2_1_11011	NR3C2	4306	NM_000901.4;NM_001166104.1
NR4A3_1_11000	NR4A3	8013	NM_006981.3;NM_173200.2
NR5A1_1_011	NR5A1	2516	NM_004959.4
NR6A1_1_1011	NR6A1	2649	NM_001489.3;NM_033334.2
NRAS_1_10011	NRAS	4893	NM_002524.4
NRBP1_1_11111	NRBP1	29959	NM_013392.2
NRD1_1_11011	NRD1	4898	NM_001101662.1;NM_001242361.1;NM_002525.2
NRF1_1_0101	NRF1	4899	NM_001040110.1;NM_005011.3
NRG1_1_1110	NRG1	3084	NM_001159999.1;NM_001160004.1;NM_001160008.1;NM_004495.3;NM_013956.3;NM_013957.3;NM_013958.3;NM_013960.3;NM_013964.3;NM_001159995.1;NM_001160002.1;NM_001159995.1;NM_001160002.1
NRGN_1_10110	NRGN	4900	NM_001126181.1;NM_006176.2
NRIP1_1_01110	NRIP1	8204	NM_003489.3
NRIP3_1_11100	NRIP3	56675	NM_020645.2
NRL_1_10011	NRL	4901	NM_006177.3
NRP2_1_11111	NRP2	8828	NM_003872.2;NM_018534.3;NM_201264.1;NM_201266.1;NM_201267.1;NM_201279.1
NRTN_1_101	NRTN	4902	NM_004558.3
NSF_1_01001	NSF	4905	NM_006178.3;NR_040116.1
NSF_2_10110	NSF	4905	NM_006178.3;NR_040116.1
NSL1_1_11	NSL1	25936	NM_001042549.1;NM_015471.3
NSMCE1_1_10110	NSMCE1	197370	NM_145080.3
NSRP1_1_1101	NSRP1	84081	NM_032141.2
NT5C1B-RDH14_1_1111111	NT5C1B-RDH14	100526794	NM_001199103.1;NM_001199104.1
NT5C2_1_1101111	NT5C2	22978	NM_001134373.2;NM_012229.4
NT5C3_1_11111	NT5C3	51251	NM_001002010.1;NM_001166118.1;NM_016489.11;NR_029372.1
NT5M_1_11111	NT5M	56953	NM_020201.3
NTAN1_1_1111	NTAN1	123803	NM_173474.2
NTF3_1_11100	NTF3	4908	NM_001102654.1;NM_002527.4
NTRK1_1_11101	NTRK1	4914	NM_001007792.1;NM_001012331.1;NM_002529.3
NTRK3_1_01110	NTRK3	4916	NM_001007156.2;NM_001012338.2;NM_001243101.1;NM_002530.3
NTSR2_1_00111	NTSR2	23620	NM_012344.3
NUAK1_1_10101	NUAK1	9891	NM_014840.2
NUB1_1_0110	NUB1	51667	NM_001243351.1;NM_016118.4
NUCB1_1_11100	NUCB1	4924	NM_006184.5
NUCKS1_1_11010	NUCKS1	64710	NM_022731.4
NUDT10_1_000010100	NUDT10	170685	NM_153183.2
NUDT11_1_00001100	NUDT11	55190	NM_018159.3
NUDT13_1_111	NUDT13	25961	NM_015901.4
NUDT1_1_1010	NUDT1	4521	NM_002452.3;NM_198948.1;NM_198949.1;NM_198950.1;NM_198952.1;NM_198953.1;NM_198954.1
NUDT6_1_11011	NUDT6	11162	NM_007083.4;NM_198041.2
NUDT7_1_11011	NUDT7	283927	NM_001105663.2;NM_001243657.1;NM_001243660.1;NM_001243661.1
NUDT9_1_00110	NUDT9	53343	NM_001248011.1;NM_024047.4;NM_198038.2
NUMA1_1_0111	NUMA1	4926	NM_006185.2
NUMBL_1_111010	NUMBL	9253	NM_004756.3
NUMB_1_11000	NUMB	8650	NM_001005743.1;NM_001005744.1;NM_001005745.1;NM_003744.5
NUP107_1_1101	NUP107	57122	NM_020401.2
NUP153_1_11111	NUP153	9972	NM_005124.2
NUP155_1_1101	NUP155	9631	NM_004298.2;NM_153485.1
NUP160_1_11100	NUP160	23279	NM_015231.1
NUP205_1_1100	NUP205	23165	NM_015135.2
NUP214_1_10111	NUP214	8021	NM_005085.2
NUP54_1_11100	NUP54	53371	NM_017426.2
NUP93_1_10111	NUP93	9688	NM_001242795.1;NM_001242796.1;NM_014669.4
NUP98_1_11111	NUP98	4928	NM_016320.4;NM_139132.3;NM_005387.5;NM_139131.3;NM_005387.5;NM_139131.3;NM_005387.5;NM_139131.3
NUPL1_1_110010	NUPL1	9818	NM_001008564.1;NM_014089.3
NUTF2_1_11111	NUTF2	10204	NM_005796.1
NXF1_1_1011	NXF1	10482	NM_001081491.1;NM_006362.4
NXF3_1_10100	NXF3	56000	NM_022052.1
NXF3_2_01011	NXF3	56000	NM_022052.1
OAT_1_11101	OAT	4942	NM_000274.3;NM_001171814.1
OAZ1_1_10110	OAZ1	4946	NM_004152.2
OC90_1_00110	OC90	729330	NM_001080399.2
OCM_1_11111	OCM	654231	NM_001097622.1
OCRL_1_1111	OCRL	4952	NM_000276.3;NM_001587.3
ODC1_1_10110	ODC1	4953	NM_002539.1
ODZ1_1_11010	ODZ1	10178	NM_001163278.1;NM_001163279.1;NM_014253.3
OGDH_1_11100	OGDH	4967	NM_001165036.1;NM_002541.3
OGFOD1_1_101101	OGFOD1	55239	NM_018233.3
OGFOD2_1_01100	OGFOD2	79676	NM_024623.1
OGFR_1_01001	OGFR	11054	NM_007346.2
OGG1_1_00101	OGG1	4968	NM_002542.5;NM_016819.3;NM_016820.3;NM_016821.2;NM_016826.2;NM_016827.2;NM_016828.2;NM_016829.2
OGT_1_10111	OGT	8473	NM_181672.2;NM_181673.2
OIP5_1_10001	OIP5	11339	NM_007280.1
OIT3_1_1110	OIT3	170392	NM_152635.1
OLFM1_1_1101	OLFM1	10439	NM_006334.3;NM_014279.4
OLFML2B_1_10101	OLFML2B	25903	NM_015441.1
OLIG3_1_10101	OLIG3	167826	NM_175747.2
ONECUT1_1_10001	ONECUT1	3175	NM_004498.1
ONECUT2_1_1111	ONECUT2	9480	NM_004852.2
OPA3_1_0111111	OPA3	80207	NM_025136.3;NM_001017989.2;NM_001017989.2
OPN1LW_1_0101111	OPN1LW	5956	NM_020061.4
OPN1MW2_1_000011	OPN1MW2	728458	NM_001048181.2
OPN1MW_1_000011	OPN1MW	2652	NM_000513.2
OPN4_1_10110	OPN4	94233	NM_001030015.2;NM_033282.3
OPN5_1_11011	OPN5	221391	NM_181744.3;NR_033806.1;NR_033806.1
OR10A2_1_1011011	OR10A2	341276	NM_001004460.1
OR10A5_1_10000010	OR10A5	144124	NM_178168.1
OR10A5_2_01011101	OR10A5	144124	NM_178168.1
OR10J1_1_1110	OR10J1	26476	NM_012351.2
OR10R2_1_10111	OR10R2	343406	NM_001004472.1
OR10S1_1_00111	OR10S1	219873	NM_001004474.1
OR12D3_1_11011	OR12D3	81797	NM_030959.2
OR13A1_1_1101	OR13A1	79290	NM_001004297.2
OR1B1_1_01010	OR1B1	347169	NM_001004450.1
OR1E1_1_10011111	OR1E1	8387	NM_003553.2
OR1G1_1_111111	OR1G1	8390	NM_003555.1
OR1N2_1_10100	OR1N2	138882	NM_001004457.1
OR1S1_1_011010	OR1S1	219959	NM_001004458.1
OR1S2_1_11010	OR1S2	219958	NM_001004459.1
OR2AK2_1_11101	OR2AK2	391191	NM_001004491.1
OR2B2_1_01011	OR2B2	81697	NM_033057.2
OR2G2_1_00101	OR2G2	81470	NM_001001915.1
OR2G3_1_11001	OR2G3	81469	NM_001001914.1
OR2H1_1_111001	OR2H1	26716	NM_030883.3
OR2J2_1_01011	OR2J2	26707	NM_030905.2
OR2L13_1_10001	OR2L13	284521	NM_175911.2
OR2L3_1_11111	OR2L3	391192	NM_001004687.1
OR2S2_1_11010	OR2S2	56656	NM_019897.2
OR2T12_1_11010	OR2T12	127064	NM_001004692.1
OR2T1_1_11000	OR2T1	26696	NM_030904.1
OR2T33_1_000101	OR2T33	391195	NM_001004695.1
OR2T4_1_0000101	OR2T4	127074	NM_001004696.1
OR2T4_2_0111010	OR2T4	127074	NM_001004696.1
OR2T5_1_011111	OR2T5	401993	NM_001004697.1
OR2T8_1_0101	OR2T8	343172	NM_001005522.1
OR3A1_1_00101	OR3A1	4994	NM_002550.2
OR3A2_1_11001001	OR3A2	4995	NM_002551.3
OR3A3_1_1011011	OR3A3	8392	NM_012373.2
OR4D11_1_00011	OR4D11	219986	NM_001004706.1
OR4D11_2_11100	OR4D11	219986	NM_001004706.1
OR4D1_1_11111	OR4D1	26689	NM_012374.1
OR4K17_1_11111	OR4K17	390436	NM_001004715.1
OR51F2_1_01101	OR51F2	119694	NM_001004753.1
OR51T1_1_01100	OR51T1	401665	NM_001004759.1
OR51V1_1_11000	OR51V1	283111	NM_001004760.2
OR52B2_1_10001	OR52B2	255725	NM_001004052.1
OR52B2_2_01110	OR52B2	255725	NM_001004052.1
OR52L1_1_0011	OR52L1	338751	NM_001005173.2
OR52W1_1_10110	OR52W1	120787	NM_001005178.1
OR56B1_1_10100	OR56B1	387748	NM_001005180.2
OR5AU1_1_01110	OR5AU1	390445	NM_001004731.1
OR5M1_1_0100011	OR5M1	390168	NM_001004740.1
OR6B3_1_110	OR6B3	150681	NM_173351.1
OR7A5_1_01110	OR7A5	26659	NM_017506.1
OR7C2_1_0111	OR7C2	26658	NM_012377.1
OR7E5P_1_1101	OR7E5P	219445	NR_027688.2
OR7E91P_1_110	OR7E91P	79315	NR_002185.2
OR7G2_1_10011	OR7G2	390882	NM_001005193.1
OR8A1_1_10111	OR8A1	390275	NM_001005194.1
OR8G5_1_01111	OR8G5	219865	NM_001005198.1
OR8S1_1_11111	OR8S1	341568	NM_001005203.2
ORAI2_1_11	ORAI2	80228	NM_001126340.1;NM_032831.2
ORM1_1_10111	ORM1	5004	NM_000607.2
ORM2_1_00111	ORM2	5005	NM_000608.2
OSGEP_1_11100	OSGEP	55644	NM_017807.3
OSR1_1_01111	OSR1	130497	NM_145260.2
OSR2_1_111	OSR2	116039	NM_001142462.1;NM_053001.2
OSTBETA_1_10101	OSTBETA	123264	NM_178859.3
OSTM1_1_11001	OSTM1	28962	NM_014028.3
OTUB2_1_00110	OTUB2	78990	NM_023112.3
OTUD7A_1_00110	OTUD7A	161725	NM_130901.1
OTUD7A_2_01001	OTUD7A	161725	NM_130901.1
OTUD7B_1_0110	OTUD7B	56957	NM_020205.2
OTX2_1_1110	OTX2	5015	NM_021728.2;NM_172337.1
OVCA2_1_1111	OVCA2	124641	NM_080822.2
OVOL1_1_01001	OVOL1	5017	NM_004561.3
OVOL1_2_10100	OVOL1	5017	NM_004561.3
OXCT1_1_111	OXCT1	5019	NM_000436.3
OXCT2_1_1110	OXCT2	64064	NM_022120.1
OXSM_1_01010	OXSM	54995	NM_017897.2;NR_026937.1;NM_001145391.1
OXSR1_1_1111	OXSR1	9943	NM_005109.2
P2RX2_1_11111	P2RX2	22953	NM_012226.3;NM_016318.2;NM_170682.2;NM_170683.2;NM_174872.1;NM_174873.1
P2RX4_1_1110	P2RX4	5025	NM_001256796.1;NM_002560.2;NR_046372.1;NR_046373.1
P2RX7_1_1111111	P2RX7	5027	NM_002562.5;NR_033948.1;NR_033949.1;NR_033950.1;NR_033951.1;NR_033952.1;NR_033953.1;NR_033954.1;NR_033955.1;NR_033956.1
P2RY10_1_1011	P2RY10	27334	NM_014499.2;NM_198333.1
P2RY11_1_11111	P2RY11	5032	NM_002566.4
P2RY13_1_1111	P2RY13	53829	NM_176894.2
P2RY6_1_11001	P2RY6	5031	NM_004154.3;NM_176796.1;NM_176797.1;NM_176798.1
P2RY8_1_10011	P2RY8	286530	NM_178129.4
PA2G4_1_01110	PA2G4	5036	NM_006191.2
PABPC1_1_1100	PABPC1	26986	NM_002568.3
PABPC1_2_0011	PABPC1	26986	NM_002568.3
PABPN1_1_0110	PABPN1	8106	NM_004643.3
PACSIN1_1_11000	PACSIN1	29993	NM_001199583.1;NM_020804.3
PADI3_1_11000	PADI3	51702	NM_016233.2
PAF1_1_1011	PAF1	54623	NM_001256826.1;NM_019088.3;NR_046384.1
PAFAH1B1_1_01111	PAFAH1B1	5048	NM_000430.3
PAICS_1_1011	PAICS	10606	NM_001079524.1;NM_001079525.1;NM_006452.3
PAK1IP1_1_1111	PAK1IP1	55003	NM_017906.2
PAK2_1_10100	PAK2	5062	NM_002577.4
PAK7_1_10110	PAK7	57144	NM_020341.3;NM_177990.2
PAN2_1_0011	PAN2	9924	NM_001127460.2;NM_001166279.1;NM_014871.4
PAN3_1_11010	PAN3	255967	NM_175854.7
PAPD7_1_00011	PAPD7	11044	NM_001171805.1;NM_006999.4
PAPL_1_01011	PAPL	390928	NM_001004318.2
PAPOLA_1_11111	PAPOLA	10914	NM_032632.4;NM_001252006.1;NM_001252007.1;NM_001252006.1;NM_001252007.1;NM_001252006.1;NM_001252007.1
PAPOLG_1_000101	PAPOLG	64895	NM_022894.3
PAPOLG_2_101010	PAPOLG	64895	NM_022894.3
PAPPA2_1_11111	PAPPA2	60676	NM_020318.2;NM_021936.2
PAPPA_1_00011	PAPPA	5069	NM_002581.3
PAPSS2_1_10001	PAPSS2	9060	NM_001015880.1;NM_004670.3
PAPSS2_2_01110	PAPSS2	9060	NM_001015880.1;NM_004670.3
PAQR3_1_1101	PAQR3	152559	NM_001040202.1
PAQR4_1_1110	PAQR4	124222	NM_152341.3
PAQR5_1_111101	PAQR5	54852	NM_001104554.1;NM_017705.3
PAQR6_1_10110	PAQR6	79957	NM_024897.2;NM_198406.1
PAQR8_1_101111	PAQR8	85315	NM_133367.4
PARK2_1_011000	PARK2	5071	NM_004562.2;NM_013987.2;NM_013988.2
PARP10_1_1001	PARP10	84875	NM_032789.3
PARP12_1_01100	PARP12	64761	NM_022750.2
PARP14_1_01110	PARP14	54625	NM_017554.2
PARP16_1_01101	PARP16	54956	NM_017851.4
PARP1_1_1111	PARP1	142	NM_001618.3
PARP6_1_00101	PARP6	56965	NM_020214.2
PARP8_1_10100	PARP8	79668	NM_001178055.1;NM_001178056.1;NM_024615.3
PARVA_1_11	PARVA	55742	NM_018222.4
PAWR_1_11111	PAWR	5074	NM_002583.2
PAX4_1_11110	PAX4	5078	NM_006193.2
PAX8_1_11001	PAX8	7849	NM_003466.3;NM_013952.3;NM_013953.3;NM_013992.3
PAX9_1_10011	PAX9	5083	NM_006194.3
PBK_1_11111	PBK	55872	NM_018492.2
PBX1_1_11100	PBX1	5087	NM_001204963.1;NM_002585.3;NM_001204961.1;NM_001204961.1
PBX2_1_00101	PBX2	5089	NM_002586.4
PCBP1_1_1110	PCBP1	5093	NM_006196.3
PCCA_1_00111	PCCA	5095	NM_000282.3;NM_001127692.2;NM_001178004.1
PCDH11X_1_110000000010	PCDH11X	27328	NM_032967.2
PCDH11X_2_001010001100	PCDH11X	27328	NM_001168360.1;NM_001168361.1;NM_001168362.1;NM_001168363.1;NM_014522.1;NM_032967.2;NM_032968.3;NM_032969.3
PCDH11X_3_000101110001	PCDH11X	27328	NM_014522.1;NM_001168360.1;NM_001168361.1;NM_001168362.1;NM_001168363.1;NM_032967.2;NM_032968.3;NM_032969.3;NM_001168360.1;NM_001168361.1;NM_001168362.1;NM_001168363.1;NM_032967.2;NM_032968.3;NM_032969.3;NM_001168360.1;NM_001168361.1;NM_001168362.1;NM_001168363.1;NM_032967.2;NM_032968.3;NM_032969.3;NM_001168360.1;NM_001168361.1;NM_001168362.1;NM_001168363.1;NM_032967.2;NM_032968.3;NM_032969.3
PCDH11Y_1_11000110	PCDH11Y	83259	NM_032971.1;NM_032972.1;NM_032973.1
PCDH11Y_2_00111001	PCDH11Y	83259	NM_032971.1;NM_032972.1;NM_032973.1
PCDH15_1_01100	PCDH15	65217	NM_001142763.1;NM_001142764.1;NM_001142765.1;NM_001142766.1;NM_001142767.1;NM_001142768.1;NM_001142769.1;NM_001142770.1;NM_001142771.1;NM_001142772.1;NM_001142773.1;NM_033056.3
PCDH17_1_00101	PCDH17	27253	NM_001040429.2
PCDHA10_1_100011	PCDHA10	56139	NM_018901.2;NM_031859.1;NM_031860.1
PCDHA11_1_011111	PCDHA11	56138	NM_018902.3;NM_031861.1
PCDHA13_1_011011	PCDHA13	56136	NM_018904.2;NM_031865.1
PCDHA2_1_001010	PCDHA2	56146	NM_018905.2;NM_031495.1
PCDHA4_1_10011	PCDHA4	56144	NM_018907.2;NM_031500.1
PCDHA6_1_10011	PCDHA6	56142	NM_018909.2;NM_031848.1;NM_031849.1
PCDHA8_1_101111	PCDHA8	56140	NM_018911.2;NM_031856.1
PCDHAC1_1_01111	PCDHAC1	56135	NM_018898.3;NM_031882.2
PCDHB10_1_11111	PCDHB10	56126	NM_018930.3
PCDHB11_1_0110	PCDHB11	56125	NM_018931.2
PCDHB11_2_1001	PCDHB11	56125	NM_018931.2
PCDHB14_1_11110	PCDHB14	56122	NM_018934.2
PCDHB4_1_01001	PCDHB4	56131	NM_018938.2
PCDHB5_1_1101	PCDHB5	26167	NM_015669.2
PCDHB9_1_000110	PCDHB9	56127	NM_019119.3
PCDHGA10_1_000110	PCDHGA10	56106	NM_018913.2;NM_032090.1
PCDHGA11_1_10011	PCDHGA11	56105	NM_018914.2;NM_032092.1;NM_032091.1;NM_032091.1
PCDHGA2_1_1010	PCDHGA2	56113	NM_018915.2;NM_032009.1
PCDHGA4_1_010100	PCDHGA4	56111	NM_018917.2;NM_032053.1
PCDHGA5_1_011001	PCDHGA5	56110	NM_018918.2;NM_032054.1;NM_032054.1
PCDHGB1_1_11111	PCDHGB1	56104	NM_018922.2;NM_032095.1;NM_032095.1;NM_032095.1;NM_032095.1
PCDHGB3_1_100101	PCDHGB3	56102	NM_018924.2;NM_032097.1;NM_032097.1
PCDHGC3_1_101100	PCDHGC3	5098	NM_002588.2;NM_032403.1;NM_032402.1;NM_032402.1
PCGF6_1_10001	PCGF6	84108	NM_001011663.1;NM_032154.3
PCK1_1_01100	PCK1	5105	NM_002591.3
PCK1_2_00011	PCK1	5105	NM_002591.3
PCLO_1_01101	PCLO	27445	NM_014510.2;NM_033026.5
PCSK1_1_11111	PCSK1	5122	NM_000439.4;NM_001177875.1;NM_001177876.1;NM_001177876.1;NM_001177876.1
PCSK4_1_1001	PCSK4	54760	NM_017573.3
PCSK6_1_0101	PCSK6	5046	NM_002570.3;NM_138319.2;NM_138320.1;NM_138321.1;NM_138322.2;NM_138323.1;NM_138324.1;NM_138325.2
PCSK9_1_11011	PCSK9	255738	NM_174936.3
PCYOX1_1_11101	PCYOX1	51449	NM_016297.3
PC_1_01111	PC	5091	NM_000920.3;NM_001040716.1;NM_022172.2
PDAP1_1_011111	PDAP1	11333	NM_014891.6
PDCD1LG2_1_0011	PDCD1LG2	80380	NM_025239.3
PDCD1_1_0110	PDCD1	5133	NM_005018.2
PDCD4_1_111111	PDCD4	27250	NM_001199492.1;NM_014456.4;NM_145341.3
PDCD6IP_1_11101	PDCD6IP	10015	NM_001162429.2;NM_013374.5;NM_001256192.1;NM_001256192.1
PDCL3_1_01111	PDCL3	79031	NM_024065.4
PDCL_1_10010	PDCL	5082	NM_005388.4
PDE11A_1_1101	PDE11A	50940	NM_001077196.1;NM_001077197.1;NM_001077358.1;NM_016953.3
PDE12_1_010100	PDE12	201626	NM_177966.5
PDE12_2_101000	PDE12	201626	NM_177966.5
PDE1A_1_00110	PDE1A	5136	NM_001003683.1;NM_005019.3
PDE3A_1_11011	PDE3A	5139	NM_000921.4;NM_001244683.1
PDE4DIP_1_1110	PDE4DIP	9659	NM_001002810.3;NM_001002812.1;NM_001195260.1;NM_001195261.1;NM_001198832.1;NM_001198834.2;NM_014644.4;NM_022359.5
PDE6A_1_1101000	PDE6A	5145	NM_000440.2
PDE6B_1_0011	PDE6B	5158	NM_000283.3;NM_001145291.1;NM_001145292.1
PDE6C_1_10111	PDE6C	5146	NM_006204.3
PDE6D_1_111	PDE6D	5147	NM_002601.2
PDE6G_1_00111	PDE6G	5148	NM_002602.3;NR_026872.1
PDE7A_1_1010001	PDE7A	5150	NM_001242318.2;NM_002603.3
PDE7B_1_01110	PDE7B	27115	NM_018945.3
PDE9A_1_11111	PDE9A	5152	NM_001001567.1;NM_001001568.1;NM_001001569.1;NM_001001570.1;NM_001001571.1;NM_001001572.1;NM_001001573.1;NM_001001574.1;NM_001001575.1;NM_001001576.1;NM_001001577.1;NM_001001578.1;NM_001001579.1;NM_001001580.1;NM_001001581.1;NM_001001582.1;NM_001001583.1;NM_001001584.2;NM_001001585.1;NM_002606.2
PDF_1_111	PDF	64146	NM_022341.1
PDGFRA_1_01101	PDGFRA	5156	NM_006206.4
PDHA1_1_11011	PDHA1	5160	NM_000284.3;NM_001173454.1;NM_001173455.1;NM_001173456.1
PDHA2_1_10010	PDHA2	5161	NM_005390.4
PDHB_1_11111	PDHB	5162	NM_000925.3;NM_001173468.1;NR_033384.1
PDIA6_1_11111	PDIA6	10130	NM_005742.2
PDIK1L_1_01010	PDIK1L	149420	NM_001243532.1;NM_001243533.1;NM_152835.4
PDILT_1_11001	PDILT	204474	NM_174924.1
PDK2_1_11100	PDK2	5164	NM_001199898.1;NM_001199899.1;NM_002611.4
PDLIM5_1_01101	PDLIM5	10611	NM_001011513.3;NM_001256425.1;NM_001256426.1;NM_001256427.1;NM_001256428.1;NM_006457.4
PDP1_1_1011	PDP1	54704	NM_001161778.1;NM_001161779.1;NM_001161780.1;NM_001161781.1;NM_018444.3
PDP2_1_1100000	PDP2	57546	NM_020786.2
PDPK1_1_111011111	PDPK1	5170	NM_002613.3;NM_031268.4
PDS5B_1_11101	PDS5B	23047	NM_015032.3
PDSS1_1_1111	PDSS1	23590	NM_014317.3
PDXK_1_10010	PDXK	8566	NM_003681.4
PDXK_2_01101	PDXK	8566	NM_003681.4
PEBP1_1_0001111	PEBP1	5037	NM_002567.2
PEBP4_1_0101	PEBP4	157310	NM_144962.2
PECAM1_1_001010	PECAM1	5175	NM_000442.4
PECAM1_2_100101	PECAM1	5175	NM_000442.4
PECR_1_110101	PECR	55825	NM_018441.5
PEG3_1_11111	PEG3	5178	NM_001146184.1;NM_001146185.1;NM_001146186.1;NM_001146187.1;NM_006210.2
PER2_1_11100	PER2	8864	NM_022817.2
PEX11B_1_1011	PEX11B	8799	NM_001184795.1;NM_003846.2
PEX12_1_11100	PEX12	5193	NM_000286.2
PEX1_1_01100	PEX1	5189	NM_000466.2
PEX3_1_1111	PEX3	8504	NM_003630.2
