Driver	Target	wilcox.p	Histotype	PMID
ERBB2_2064_ENSG00000141736	PDPK1_ENSG00000140992	0.036363636	OESOPHAGUS	
ERBB2_2064_ENSG00000141736	PIK3CD_ENSG00000171608	0.157575758	OESOPHAGUS	
ERBB2_2064_ENSG00000141736	KIT_ENSG00000157404	0.054545455	OESOPHAGUS	
MYC_4609_ENSG00000136997	PIK3CD_ENSG00000171608	0.115151515	OESOPHAGUS	
MYC_4609_ENSG00000136997	PIK3CG_ENSG00000105851	0.13992674	LUNG	
MYC_4609_ENSG00000136997	LMTK2_ENSG00000164715	0.003030303	OESOPHAGUS	
MYC_4609_ENSG00000136997	PRKAR1A_ENSG00000108946	0.038827839	LUNG	
MYC_4609_ENSG00000136997	NEK9_ENSG00000119638	0.013186813	LUNG	
MYC_4609_ENSG00000136997	CDK20_ENSG00000156345	0.038827839	LUNG	
MYC_4609_ENSG00000136997	CDKL5_ENSG00000008086	0.013186813	LUNG	
MYC_4609_ENSG00000136997	STK33_ENSG00000130413	0.029060311	LUNG	
MYC_4609_ENSG00000136997	STK33_ENSG00000130413	0.031908202	BREAST	
MYC_4609_ENSG00000136997	CDKL2_ENSG00000138769	0.01978022	LUNG	
MYC_4609_ENSG00000136997	CHKA_ENSG00000110721	0.005277772	OESOPHAGUS	
MYC_4609_ENSG00000136997	CIT_ENSG00000122966	0.029103738	OESOPHAGUS	
MYC_4609_ENSG00000136997	DGKB_ENSG00000136267	0.085018152	LUNG	
MYC_4609_ENSG00000136997	DGKB_ENSG00000136267	0.096045281	BREAST	
MYC_4609_ENSG00000136997	HIPK1_ENSG00000163349	0.09564887	LUNG	
MYC_4609_ENSG00000136997	MAST1_ENSG00000105613	0.035975699	OESOPHAGUS	
MYC_4609_ENSG00000136997	MTOR_ENSG00000198793	0.044523072	BREAST	
MYC_4609_ENSG00000136997	TTBK2_ENSG00000128881	0.032349861	BREAST	
MYC_4609_ENSG00000136997	DGKA_ENSG00000065357	0.036363636	OESOPHAGUS	
MYC_4609_ENSG00000136997	DGUOK_ENSG00000114956	0.081818182	OESOPHAGUS	
MYC_4609_ENSG00000136997	MAP3K11_ENSG00000173327	0.081818182	OESOPHAGUS	
MYC_4609_ENSG00000136997	CDC42BPA_ENSG00000143776	0.134227726	BREAST	
MYC_4609_ENSG00000136997	HIPK2_ENSG00000064393	0.001705244	BREAST	
MYC_4609_ENSG00000136997	BCR_ENSG00000186716	0.035975699	OESOPHAGUS	
MYC_4609_ENSG00000136997	BRD3_ENSG00000169925	0.054545455	OESOPHAGUS	
MYC_4609_ENSG00000136997	MAPK4_ENSG00000141639	0.068864469	LUNG	
MYC_4609_ENSG00000136997	PRKAR1B_ENSG00000188191	0.115151515	OESOPHAGUS	
MYC_4609_ENSG00000136997	PDK3_ENSG00000067992	0.036363636	OESOPHAGUS	
MYC_4609_ENSG00000136997	PTK2B_ENSG00000120899	0.163527693	LUNG	
MYC_4609_ENSG00000136997	CDK12_ENSG00000167258_CRK7	0.322600619	BREAST	
MYC_4609_ENSG00000136997	CDK16_ENSG00000102225	0.119067276	BREAST	
MYC_4609_ENSG00000136997	KCNH2_ENSG00000055118	0.054545455	OESOPHAGUS	
MYC_4609_ENSG00000136997	PDGFRB_ENSG00000113721	0.081818182	OESOPHAGUS	
MYC_4609_ENSG00000136997	SRC_ENSG00000197122	0.085018152	LUNG	
MYC_4609_ENSG00000136997	PRKCH_ENSG00000027075	0.036363636	OESOPHAGUS	
MYC_4609_ENSG00000136997	MAPK1_ENSG00000100030	0.012121212	OESOPHAGUS	
MYC_4609_ENSG00000136997	EFNA4_ENSG00000243364	0.088644689	LUNG	
MYC_4609_ENSG00000136997	PRKCB_ENSG00000166501	0.081818182	OESOPHAGUS	
MYC_4609_ENSG00000136997	STK3_ENSG00000104375	0.092437657	OESOPHAGUS	
MYC_4609_ENSG00000136997	STK3_ENSG00000104375	0.068864469	LUNG	
MYC_4609_ENSG00000136997	PRPS1L1_ENSG00000229937	0.113419862	BREAST	
MYC_4609_ENSG00000136997	EGFR_ENSG00000146648	0.054545455	OESOPHAGUS	
NF1_4763_ENSG00000196712	GSK3A_ENSG00000105723	0.027192982	BREAST	
NF1_4763_ENSG00000196712	MST1R_ENSG00000164078	0.014035088	BREAST	
NF1_4763_ENSG00000196712	RELA_ENSG00000173039	0.144820292	BREAST	
NF1_4763_ENSG00000196712	TYRO3_ENSG00000092445	0.072807018	BREAST	
NF1_4763_ENSG00000196712	WEE1_ENSG00000166483	0.020175439	BREAST	
NF1_4763_ENSG00000196712	KCNH2_ENSG00000055118	0.085655315	BREAST	
NF1_4763_ENSG00000196712	CKMT1B_ENSG00000237289	0.008596635	BREAST	
NF1_4763_ENSG00000196712	PINK1_ENSG00000158828	0.170290129	BREAST	
NF1_4763_ENSG00000196712	MUSK_ENSG00000030304	0.003508772	BREAST	
NF1_4763_ENSG00000196712	PAK3_ENSG00000077264	0.150735294	BREAST	
PIK3CA_5290_ENSG00000121879	PIK3CA_ENSG00000121879	0.006385871	BREAST	
PIK3CA_5290_ENSG00000121879	CHEK1_ENSG00000149554	0.047619048	OVARY	
PIK3CA_5290_ENSG00000121879	CHEK1_ENSG00000149554	0.055944056	LUNG	
PIK3CA_5290_ENSG00000121879	MAP3K11_ENSG00000173327	0.015873016	OVARY	
PIK3CA_5290_ENSG00000121879	MST1R_ENSG00000164078	0.021710316	BREAST	
PIK3CA_5290_ENSG00000121879	PFKFB3_ENSG00000170525	0.096616619	BREAST	
PIK3CA_5290_ENSG00000121879	PIKFYVE_ENSG00000115020	0.04391197	BREAST	
PIK3CA_5290_ENSG00000121879	PRKACA_ENSG00000072062	0.006993007	LUNG	
PIK3CA_5290_ENSG00000121879	WEE1_ENSG00000166483	0.038461538	LUNG	
PIK3CA_5290_ENSG00000121879	AKT3_ENSG00000117020	0.003393665	BREAST	
PIK3CA_5290_ENSG00000121879	MAP3K1_ENSG00000095015	0.111111111	OVARY	
PIK3CA_5290_ENSG00000121879	MAPK3_ENSG00000102882	0.004329004	OESOPHAGUS	
PIK3CA_5290_ENSG00000121879	PAK1_ENSG00000149269	0.02966353	OVARY	
PIK3CA_5290_ENSG00000121879	PKN2_ENSG00000065243	0.027777778	OVARY	
PIK3CA_5290_ENSG00000121879	SGK2_ENSG00000101049	0.088744589	OESOPHAGUS	
PIK3CA_5290_ENSG00000121879	SGK2_ENSG00000101049	0.041569542	BREAST	
PIK3CA_5290_ENSG00000121879	PRKCD_ENSG00000163932	0.011698031	BREAST	
PIK3CA_5290_ENSG00000121879	MARK2_ENSG00000072518	0.075396825	OVARY	
PIK3CA_5290_ENSG00000121879	LIMK2_ENSG00000182541	0.075396825	OVARY	
PIK3CA_5290_ENSG00000121879	PIK3CD_ENSG00000171608	0.027982274	BREAST	
PIK3CA_5290_ENSG00000121879	PTK2B_ENSG00000120899	0.143356643	LUNG	
PIK3CA_5290_ENSG00000121879	MAP4K2_ENSG00000168067	0.02966353	OVARY	
PIK3CA_5290_ENSG00000121879	RPS6KB1_ENSG00000108443	0.179967092	BREAST	
RB1_5925_ENSG00000139687	FASTK_ENSG00000164896	0.186363636	OSTEOSARCOMA	
RB1_5925_ENSG00000139687	MPP2_ENSG00000108852	0.057696875	OSTEOSARCOMA	
RB1_5925_ENSG00000139687	PDK4_ENSG00000004799	0.009090909	OSTEOSARCOMA	
RB1_5925_ENSG00000139687	DYRK1A_ENSG00000157540	0.004545455	OSTEOSARCOMA	
RB1_5925_ENSG00000139687	JAK2_ENSG00000096968	0.05	OSTEOSARCOMA	
RB1_5925_ENSG00000139687	MAP3K8_ENSG00000107968	0.025896291	OSTEOSARCOMA	
RB1_5925_ENSG00000139687	CDK4_ENSG00000135446	0.069197646	OSTEOSARCOMA	
RB1_5925_ENSG00000139687	PDPK1_ENSG00000140992	0.004545455	OSTEOSARCOMA	
SMARCA4_6597_ENSG00000127616	IKBKB_ENSG00000104365	0.109810242	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	IKBKB_ENSG00000104365	0.099300699	LUNG	
STK11_6794_ENSG00000118046	CALM3_ENSG00000160014	0.081818182	OVARY	
STK11_6794_ENSG00000118046	MAP4K2_ENSG00000168067	0.044123431	OVARY	
STK11_6794_ENSG00000118046	MARK2_ENSG00000072518	0.003030303	OVARY	
STK11_6794_ENSG00000118046	SMG1_ENSG00000157106	0.021212121	OVARY	
STK11_6794_ENSG00000118046	SRP72_ENSG00000174780	0.013674094	LUNG	
STK11_6794_ENSG00000118046	TRPM7_ENSG00000092439	0.157575758	OVARY	
STK11_6794_ENSG00000118046	TSSK3_ENSG00000162526	0.081818182	OVARY	
STK11_6794_ENSG00000118046	PLK1_ENSG00000166851	0.185481185	LUNG	
STK11_6794_ENSG00000118046	SYK_ENSG00000165025	0.081818182	OVARY	
STK11_6794_ENSG00000118046	EEF2K_ENSG00000103319	0.077716672	OVARY	
STK11_6794_ENSG00000118046	IKBKB_ENSG00000104365	0.012121212	OVARY	
STK11_6794_ENSG00000118046	EPHB3_ENSG00000182580	0.028713162	LUNG	
STK11_6794_ENSG00000118046	FASTK_ENSG00000164896	0.055353979	LUNG	
STK11_6794_ENSG00000118046	SNRK_ENSG00000163788	0.036363636	OVARY	
TP53_7157_ENSG00000141510	IKBKB_ENSG00000104365	0.037012222	BREAST	
TP53_7157_ENSG00000141510	PIK3CA_ENSG00000121879	0.011122749	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	PIK3CB_ENSG00000051382	0.036363636	BREAST	
TP53_7157_ENSG00000141510	DGCR14_ENSG00000100056	0.008333333	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	BTK_ENSG00000010671	0.183838384	BREAST	
TP53_7157_ENSG00000141510	BUB1_ENSG00000169679	0.05301225	BREAST	
TP53_7157_ENSG00000141510	ACVR2B_ENSG00000114739	0.007936508	OVARY	
TP53_7157_ENSG00000141510	BMP2K_ENSG00000138756	0.142857143	OVARY	
TP53_7157_ENSG00000141510	CAMK2G_ENSG00000148660	0.095238095	OVARY	
TP53_7157_ENSG00000141510	CAMKV_ENSG00000164076	0.157575758	LUNG	
TP53_7157_ENSG00000141510	EPHA1_ENSG00000146904	0.055555556	OVARY	
TP53_7157_ENSG00000141510	ETNK1_ENSG00000139163	0.183838384	BREAST	
TP53_7157_ENSG00000141510	FASTK_ENSG00000164896	0.008333333	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	FES_ENSG00000182511	0.021212121	LUNG	
TP53_7157_ENSG00000141510	FES_ENSG00000182511	0.021212121	BREAST	
TP53_7157_ENSG00000141510	GTF2H1_ENSG00000110768	0.206349206	OVARY	
TP53_7157_ENSG00000141510	LYN_ENSG00000254087	0.081818182	LUNG	
TP53_7157_ENSG00000141510	MAP3K11_ENSG00000173327	0.016666667	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	MAP3K11_ENSG00000173327	0.183838384	BREAST	
TP53_7157_ENSG00000141510	MAP3K7_ENSG00000135341	0.021212121	LUNG	
TP53_7157_ENSG00000141510	MAST1_ENSG00000105613	0.033333333	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	MINK1_ENSG00000141503	0.008333333	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	MINK1_ENSG00000141503	0.036363636	LUNG	
TP53_7157_ENSG00000141510	NUP62_ENSG00000213024	0.054545455	BREAST	
TP53_7157_ENSG00000141510	PAK1_ENSG00000149269	0.126503749	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	PAK6_ENSG00000137843	0.095238095	OVARY	
TP53_7157_ENSG00000141510	PANK4_ENSG00000157881	0.109371005	OVARY	
TP53_7157_ENSG00000141510	PASK_ENSG00000115687	0.054545455	LUNG	
TP53_7157_ENSG00000141510	PDK4_ENSG00000004799	0.055555556	OVARY	
TP53_7157_ENSG00000141510	PKN2_ENSG00000065243	0.058333333	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	PKN3_ENSG00000160447	0.054545455	LUNG	
TP53_7157_ENSG00000141510	PRKD2_ENSG00000105287	0.157575758	LUNG	
TP53_7157_ENSG00000141510	PRPS1_ENSG00000147224	0.018600772	LUNG	
TP53_7157_ENSG00000141510	SIK3_ENSG00000160584	0.024242424	BREAST	
TP53_7157_ENSG00000141510	TSSK3_ENSG00000162526	0.036363636	BREAST	
TP53_7157_ENSG00000141510	WEE1_ENSG00000166483	0.036363636	BREAST	
TP53_7157_ENSG00000141510	ATM_ENSG00000149311	0.052705762	BREAST	
TP53_7157_ENSG00000141510	ATM_ENSG00000149311	0.191666667	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	YES1_ENSG00000176105	0.024242424	BREAST	
TP53_7157_ENSG00000141510	YES1_ENSG00000176105	0.115151515	LUNG	
TP53_7157_ENSG00000141510	CHEK1_ENSG00000149554	0.014141414	BREAST	
TP53_7157_ENSG00000141510	RPS6KA2_ENSG00000071242	0.008080808	BREAST	
TP53_7157_ENSG00000141510	IP6K3_ENSG00000161896	0.012121212	LUNG	
TP53_7157_ENSG00000141510	LMTK2_ENSG00000164715	0.031746032	OVARY	
TP53_7157_ENSG00000141510	CDK5_ENSG00000164885	0.024242424	BREAST	
TP53_7157_ENSG00000141510	NTRK1_ENSG00000198400	0.054545455	BREAST	
TP53_7157_ENSG00000141510	ADPGK_ENSG00000159322	0.015873016	OVARY	
TP53_7157_ENSG00000141510	PXK_ENSG00000168297	0.109371005	OVARY	
TP53_7157_ENSG00000141510	BRD4_ENSG00000141867	0.142857143	OVARY	
TP53_7157_ENSG00000141510	SGK2_ENSG00000101049	0.031746032	OVARY	
TP53_7157_ENSG00000141510	WNK4_ENSG00000126562	0.206060606	BREAST	
ARID1A_8289_ENSG00000117713	FASTK_ENSG00000164896	0.003984707	OVARY	
CCND1_595_ENSG00000110092	TYK2_ENSG00000105397	0.002164502	OESOPHAGUS	
ARID1A_8289_ENSG00000117713	PIP4K2B_ENSG00000141720	0.002164502	OVARY	
NOTCH2_4853_ENSG00000134250	PRKAR2B_ENSG00000005249	0.004063521	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	FGFR3_ENSG00000068078	0.004180187	OSTEOSARCOMA	
NOTCH2_4853_ENSG00000134250	DGKI_ENSG00000157680	0.002164502	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	AK1_ENSG00000106992	0.002020202	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	CDKN1C_ENSG00000129757	0.002020202	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	TSSK3_ENSG00000162526	0.002020202	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	ALDH18A1_ENSG00000059573	0.002020202	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	EPHA4_ENSG00000116106	0.002020202	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	PRPS1L1_ENSG00000229937	0.002020202	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	TRPM7_ENSG00000092439	0.002020202	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	PAK4_ENSG00000130669	0.002020202	BREAST	
PIK3CA_5290_ENSG00000121879	ERBB3_ENSG00000065361	0.006432791	OESOPHAGUS	
PIK3CA_5290_ENSG00000121879	PGK1_ENSG00000102144	0.004329004	OESOPHAGUS	
ARID1A_8289_ENSG00000117713	BCKDK_ENSG00000103507	0.004329004	OVARY	
CDKN2A_1029_ENSG00000147889	TGFBR2_ENSG00000163513	0.006060606	OVARY	
STK11_6794_ENSG00000118046	KCNH8_ENSG00000183960	0.006060606	OVARY	
SMARCA4_6597_ENSG00000127616	SMG1_ENSG00000157106	0.006060606	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	BCKDK_ENSG00000103507	0.006060606	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	BRD4_ENSG00000141867	0.006060606	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	FUK_ENSG00000157353	0.006060606	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	DAPK1_ENSG00000196730	0.006060606	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	DYRK4_ENSG00000010219	0.006060606	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	PRKACB_ENSG00000142875	0.006060606	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	BCKDK_ENSG00000103507	0.004040404	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	PKM_ENSG00000067225	0.004040404	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	BUB1_ENSG00000169679	0.004040404	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	MAP3K13_ENSG00000073803	0.004040404	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	PIK3CG_ENSG00000105851	0.004040404	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	TP53RK_ENSG00000172315	0.004040404	OSTEOSARCOMA	
RB1_5925_ENSG00000139687	CDKL4_ENSG00000205111	0.004545455	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	CIT_ENSG00000122966	0.011086773	OESOPHAGUS	
NOTCH2_4853_ENSG00000134250	C9orf96_ENSG00000260489	0.008061208	OSTEOSARCOMA	
MYC_4609_ENSG00000136997	PAK4_ENSG00000130669	0.003667536	LUNG	
EGFR_1956_ENSG00000146648	TSSK6_ENSG00000178093	0.003496503	LUNG	
PIK3CA_5290_ENSG00000121879	AURKA_ENSG00000087586	0.015873016	OVARY	
PIK3CA_5290_ENSG00000121879	CSNK2A2_ENSG00000070770	0.015873016	OVARY	
PIK3CA_5290_ENSG00000121879	CDK10_ENSG00000185324	0.015873016	OVARY	
PIK3CA_5290_ENSG00000121879	CKMT2_ENSG00000131730	0.015873016	OVARY	
TP53_7157_ENSG00000141510	CAMK1D_ENSG00000183049	0.019817405	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	SPHK1_ENSG00000176170	0.016666667	OSTEOSARCOMA	
TP53_7157_ENSG00000141510	EPHA6_ENSG00000080224	0.016666667	OSTEOSARCOMA	
PTEN_5728_ENSG00000171862	CDKN1C_ENSG00000129757	0.000987017	BREAST	
ERBB2_2064_ENSG00000141736	RET_ENSG00000165731	0.014693643	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	PTK7_ENSG00000112655	0.012121212	OVARY	
MYC_4609_ENSG00000136997	CLK3_ENSG00000179335	0.012121212	OESOPHAGUS	
ERBB2_2064_ENSG00000141736	MAP2K3_ENSG00000034152	0.012121212	OESOPHAGUS	
STK11_6794_ENSG00000118046	STK39_ENSG00000198648	0.012121212	OVARY	
ERBB2_2064_ENSG00000141736	C8orf44.SGK3_ENSG00000270024	0.012121212	OESOPHAGUS	
ERBB2_2064_ENSG00000141736	EPHA4_ENSG00000116106	0.012121212	OESOPHAGUS	
STK11_6794_ENSG00000118046	PLK4_ENSG00000142731	0.012121212	OVARY	
STK11_6794_ENSG00000118046	MATK_ENSG00000007264	0.012121212	OVARY	
CDKN2A_1029_ENSG00000147889	FUK_ENSG00000157353	0.008080808	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	CDK11A_ENSG00000008128	0.008080808	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	HIPK1_ENSG00000163349	0.008080808	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	MAP3K3_ENSG00000198909	0.008080808	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	RPS6KA1_ENSG00000117676	0.012121212	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	TRIB3_ENSG00000101255	0.012121212	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	ACVR2B_ENSG00000114739	0.012121212	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	PIK3R4_ENSG00000196455	0.012121212	OESOPHAGUS	
ARID1A_8289_ENSG00000117713	CSF1R_ENSG00000182578	0.017672164	OVARY	
ARID1A_8289_ENSG00000117713	EPHA3_ENSG00000044524	0.015151515	OVARY	
ARID1A_8289_ENSG00000117713	PRPS1_ENSG00000147224	0.015151515	OVARY	
ARID1A_8289_ENSG00000117713	EPHA6_ENSG00000080224	0.015151515	OVARY	
ARID1A_8289_ENSG00000117713	CKMT2_ENSG00000131730	0.015151515	OVARY	
ARID1A_8289_ENSG00000117713	MPP3_ENSG00000161647	0.015151515	OVARY	
CCND1_595_ENSG00000110092	MAP3K9_ENSG00000006432	0.015151515	OESOPHAGUS	
ARID1A_8289_ENSG00000117713	EPHB6_ENSG00000260195	0.015151515	OVARY	
CCND1_595_ENSG00000110092	MAP3K6_ENSG00000142733	0.015151515	OESOPHAGUS	
CCND1_595_ENSG00000110092	ADRBK1_ENSG00000173020	0.015151515	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	CDK18_ENSG00000117266	0.013489884	OSTEOSARCOMA	
MYC_4609_ENSG00000136997	COASY_ENSG00000068120	0.018600772	OESOPHAGUS	
PIK3CA_5290_ENSG00000121879	CDADC1_ENSG00000102543	0.006993007	LUNG	
PIK3CA_5290_ENSG00000121879	AURKA_ENSG00000087586	0.006993007	LUNG	
SMARCA4_6597_ENSG00000127616	MPP3_ENSG00000161647	0.020383277	OESOPHAGUS	
CDKN2A_1029_ENSG00000147889	STK40_ENSG00000196182	0.000552853	BREAST	
NOTCH2_4853_ENSG00000134250	TAF1L_ENSG00000122728	0.012987013	OSTEOSARCOMA	
NOTCH2_4853_ENSG00000134250	MAST1_ENSG00000105613	0.012987013	OSTEOSARCOMA	
NOTCH2_4853_ENSG00000134250	KCNH2_ENSG00000055118	0.012987013	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	GUK1_ENSG00000143774	0.014141414	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	VRK1_ENSG00000100749	0.014141414	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	ITPKA_ENSG00000137825	0.014141414	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	PMVK_ENSG00000163344	0.014141414	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	ADPGK_ENSG00000159322	0.014141414	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	MAGI3_ENSG00000081026	0.014141414	OSTEOSARCOMA	
CDKN2A_1029_ENSG00000147889	FGR_ENSG00000000938	0.014141414	OSTEOSARCOMA	
CCND1_595_ENSG00000110092	MAPK1_ENSG00000100030	0.014141414	OSTEOSARCOMA	
PIK3CA_5290_ENSG00000121879	YES1_ENSG00000176105	0.027777778	OVARY	
PIK3CA_5290_ENSG00000121879	RFK_ENSG00000135002	0.027777778	OVARY	
PIK3CA_5290_ENSG00000121879	TTK_ENSG00000112742	0.027777778	OVARY	
STK11_6794_ENSG00000118046	TTBK2_ENSG00000128881	0.023359504	OVARY	
ERBB2_2064_ENSG00000141736	NME3_ENSG00000103024	0.023359504	OESOPHAGUS	
TP53_7157_ENSG00000141510	PI4K2B_ENSG00000038210	0.021212121	LUNG	
MYC_4609_ENSG00000136997	MAP3K9_ENSG00000006432	0.021212121	OESOPHAGUS	
TP53_7157_ENSG00000141510	TESK1_ENSG00000107140	0.021212121	LUNG	
STK11_6794_ENSG00000118046	CTB.89H12.4_ENSG00000230551	0.021212121	OVARY	
STK11_6794_ENSG00000118046	COL4A3BP_ENSG00000113163	0.021212121	OVARY	
STK11_6794_ENSG00000118046	PKDCC_ENSG00000162878	0.021212121	OVARY	
STK11_6794_ENSG00000118046	ADCK2_ENSG00000133597	0.021212121	OVARY	
CDKN2A_1029_ENSG00000147889	RPS6KL1_ENSG00000198208	0.004395604	LUNG	
STK11_6794_ENSG00000118046	TRIB3_ENSG00000101255	0.008415297	LUNG	
PTEN_5728_ENSG00000171862	EFNA4_ENSG00000243364	0.002513273	BREAST	
CCND1_595_ENSG00000110092	CDKL5_ENSG00000008086	0.00122549	BREAST	
CCND1_595_ENSG00000110092	GUCY2D_ENSG00000132518	0.00122549	BREAST	
KRAS_3845_ENSG00000133703	PIK3C2G_ENSG00000139144	0.006993007	LUNG	
KRAS_3845_ENSG00000133703	EPHA6_ENSG00000080224	0.006993007	LUNG	
SMARCA4_6597_ENSG00000127616	PI4K2B_ENSG00000038210	0.025971751	OESOPHAGUS	
SMARCA4_6597_ENSG00000127616	MAP4K3_ENSG00000011566	0.025971751	OESOPHAGUS	
TP53_7157_ENSG00000141510	PEAK1_ENSG00000173517	0.033333333	OSTEOSARCOMA	
